id,collectible,slug,classId,multiClassIds,cardTypeId,cardSetId,rarityId,artistName,manaCost,name,text,image,imageGold,flavorText,cropImage,duels,minionTypeId,health,attack,keywordIds,childIds,durability,armor
1035,1,1035-ancient-of-war,2,[],4,3,4,Sean O’Daniels,7,Ancient of War,<b>Choose One -</b> +5 Attack; or +5 Health and <b>Taunt</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/374a438d9f3fa644fe94bdad51ec86d8526822db0fd72a0e35309ade5bff95d3.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d187eff733ac46860cb2e3fd7738636f3d7da3aa6235cc42d96a77567b47602b.png,"Young Night Elves love to play ""Who can get the Ancient of War to Uproot?"" You lose if you get crushed to death.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7721a0264ddc3d862432d48c20683332fe30acb2a91bb9ad6bf0e03c0052883.png,"{'relevant': True, 'constructed': True}",,5.0,5.0,[1],"[182, 578]",,
53979,1,53979-overflow,2,[],5,1158,3,Zoltan Boros,7,Overflow,Restore 5 Health to all characters. Draw 5 cards.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e2cb2d3df75f9487560f4a140f02516b6c750197a31f995d9707047263c75b41.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/74680cc542a1795ee361a8fbc001b344fc5ddf911b7c1a0d1a19e3512548cabc.png,It's a high five followed by a low tide.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/634f33384a73c86637240108fd1877b14b5e0cd3c881ab3fc12bc72129ad1fe1.png,,,,,,,,
55031,1,55031-goru-the-mightree,2,[],4,1347,5,Steve Prescott,7,Goru the Mightree,"<b>Taunt</b> <b>Battlecry:</b> For the rest of the game, your Treants have +1/+1.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9fcab1d696235d33a1f3985d8f21c415d7341f1513975f0ae870b3870d045031.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/434e713c169c5eb4b7ba0db893ce5cb8b2901e45fd377f62f549053020519b29.png,He's untreefeated.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fac35976fd03f5312cee7e4d9b500d7a64541b9fc5b028d0e3099ab52f1e28ce.png,,,10.0,5.0,"[1, 8]","[678, 41432, 59552]",,
56063,1,56063-winged-guardian,2,[],4,1403,3,MAR Studio,7,Winged Guardian,"<b><b>Taunt</b>,</b> <b>Reborn</b> Can't be targeted by spells or Hero Powers.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b25407e6b97870f272ff9a0db4729a114e9606f949e097dd6bb285989bc45e15.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b9fbf5a85f02bafba4701f6be8624e181bc1c95722c04e4b72ab6c28bbd9607.png,"Take these broken wings, be reborn, and learn to fly again.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/91ab8aa1d8f9ae7a544bdab1c1545e47eace61cc1d7e9616a821bebb6c2f9acc.png,,20.0,8.0,6.0,"[1, 78]",,,
56685,1,56685-marsh-hydra,2,[],4,1414,4,Mike Sass,7,Marsh Hydra,"<b>Rush</b> After this attacks, add a random 8-Cost minion to your hand.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/14782b7cc20d364101e1b1ea6bccc59d32e72a9b8d3feeb7316697151f33f6af.png,,"Three heads of marsh-mashing, bog-bashing, swamp-stomping fury!",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/66a39d39bb2e635b6f7f409f76b3190522745cb4029e952860eb39e701be59a2.png,,20.0,7.0,7.0,[53],,,
61461,1,61461-umbral-owl,2,[],4,1466,3,Patrik Bjorkstrom,7,Umbral Owl,<b>Rush</b> Costs (1) less for each spell you've cast this game.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7f0c0a2e91c119f9cc0a9a595200f34e0cf713ae2b903434665f9d666b23333.png,,It sleeps with one eye open.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/84b1c8f7666aeb8c96685ab177bcf08893b887c0d8bb93da49cbb156306d0ba7.png,"{'relevant': True, 'constructed': True}",20.0,4.0,4.0,[53],,,
205,1,205-ironbark-protector,2,[],4,2,2,Dave Allsop,8,Ironbark Protector,<b>Taunt</b>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/73b45cfae100abf07da716d38d2e58cf3c7f678c4dbafefa211f077fb7e5a28a.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ae02b6777e0f3dde7a4113b80d962e37952f956e66b1e51ad8ff71357d9673cd.png,I <i>dare</i> you to attack Darnassus.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ebdf1381208b61ec7bdca54d0d67ff4442f146c42c73221680820853c5df5fd.png,"{'relevant': True, 'constructed': True}",,8.0,8.0,[1],,,
54833,1,54833-gift-of-the-wild,2,[],5,3,1,Zoltan Boros,8,Gift of the Wild,Give your minions +2/+2 and <b>Taunt</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/240837caac582d9e0e5ea576e02ac754ad0dabc4df2ed6439fcd7591e1695fe5.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/033f377c4f5ce2d6951e38460aeaadf64ce34248804417993dcadba138b9dad8.png,The gift that keeps on living.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9cd386aae074ee460b0ab5cfeed54721ba47346074e5d864a67acde7c662c6fb.png,"{'relevant': True, 'constructed': True}",,,,[1],,,
51795,1,51795-lucentbark,2,[],4,1130,5,Steven Prescott,8,Lucentbark,<b>Taunt</b> <b>Deathrattle:</b> Go <b>Dormant</b>. Restore 5 Health to awaken this minion.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1800ef2ae1f43fc3570e5d033e76de3f359f0ff0eedb3d78440496d02c3cd15f.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e56ca0d338e3f3af2e805d6e07e5ceedc6031f6f6b987fe550b05dc13dc197a.png,Always feels refreshed after a little dirt nap.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2691df029440170566ef662051ff2932b55ef81a2943db0a1810066d974690be.png,,,8.0,4.0,"[1, 12]",[51796],,
52819,1,52819-the-forests-aid,2,[],5,1130,3,Vladimir Kafanov,8,The Forest's Aid,<b>Twinspell</b> Summon five 2/2 Treants.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4c2b076a2494710ce213c8e168716d641e1fc7a1fc9d45fe7bfa6466074d7e7.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a81f4c7f83c555fe42488abeb76b7209a323663f8aa04b62cf8ba45011939cee.png,Delicious Forest’s Aid! Made from real forests.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/331bbe0fdf3d5a48b3e31369ca6e4390cf3528bd65738c783751305297d06e4a.png,,,,,[76],[53302],,
61604,1,61604-cenarion-ward,2,[],5,1466,4,MAR Studio,8,Cenarion Ward,Gain 8 Armor. Summon a random 8-Cost minion.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c866eddada6ebf77bda92c9bbb1501a6de6bd7d9075c54c4d8927caee4b53999.png,,Don't ask about his right hand. He's still growing into it.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81299eae2cd5636028495406c5bfd358416c89acadea57b0b808620c96fb79ea.png,"{'relevant': True, 'constructed': True}",,,,,,,
36,1,36-cenarius,2,[],4,3,5,Alex Horley Orlandelli,9,Cenarius,<b>Choose One -</b> Give your other minions +2/+2; or Summon two 2/2 Treants with <b>Taunt</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7a3af3445c4848c1c461c18d4682d2711d7eccf77c41d5db8d46abc4dfdf00d.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0232d288dc0f7a5fb15f08abc5dbe5011f9940c4f071d97259a9c2aac7151e31.png,"Yes, he's a demigod. No, he doesn't need to wear a shirt.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75bfd42165394b1635edd50957bc3d25a4c1e01e02be039f63664529c88f7bae.png,"{'relevant': True, 'constructed': True}",,8.0,5.0,[1],"[678, 364, 1145]",,
55030,1,55030-ysera-unleashed,2,[],4,1347,5,Ludo Lullabi,9,"Ysera, Unleashed","<b>Battlecry:</b> Shuffle 7 Dream Portals into your deck. When drawn, summon a random Dragon.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/334839bdba2f84c0ee81181fb184bd4a519a907f6883b2604f1d52649427d9ff.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/16955a442dee31db2ee72a0ecf9262c3f0ff308fcc350a5bb63c60fea02aeeac.png,Releash the Dragon!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eeeda4d844b976c5b4e138c9f2e70f03e4343a4e08785a9b8f8bf6173275b4c9.png,,24.0,12.0,4.0,[8],[55778],,
56682,1,56682-ysiel-windsinger,2,[],4,1414,5,J. Axer,9,Ysiel Windsinger,Your spells cost (1).,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/58664acc254e555acd85ba6de2e5181f013d06196dd5c1f65430ea997bb44ddd.png,,"Reach down into your lungs. The wind that resides there is your greatest treasure. It provides the gift of song, which is free. *But not less than (1)",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c2856faad30a884edcaede943b90a0611f03538652d991a20aef31e7d537fa74.png,,,5.0,5.0,,,,
61460,1,61460-fizzy-elemental,2,[],4,1466,3,Andrew Hou,9,Fizzy Elemental,<b>Rush</b> <b>Taunt</b>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8dbf1e07419c0edd35936aef39290b4da2b12c3e39005c33e74da20b5329edad.png,,Loved. Hated. Carbonated.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6f0bd542b0c7b71a01be14424152dadfc8ba6e12079d378dcd25896d12fe17b.png,"{'relevant': True, 'constructed': True}",18.0,10.0,10.0,"[1, 53]",,,
59450,1,59450-survival-of-the-fittest,2,[],5,1443,4,Patrik Bjorkstrom,10,Survival of the Fittest,"Give +4/+4 to all minions in your hand, deck, and battlefield.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/65f73d4f5e76262d6f28b2f5703e1075cdf6f74c9496939e52fd951027118f37.png,,Sometimes the fittest is the one smart enough to not start a fight with seven 6/6 Treants.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7b23b5b3ad9239b17e01b54a11b392b55ffa9bdae792d4fdb197e9482ae4de16.png,"{'relevant': True, 'constructed': True}",,,,,,,
877,1,877-arcane-shot,3,[],5,2,2,Luca Zontini,1,Arcane Shot,Deal 2 damage.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/62fe0a01d6e5fb4c8b8c26efadba2fd8dbb43e5366a0da8837feae15d2579f33.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d075d43b38cd2b7c5edc26ff0ee5017a9fbf2a31bf9e25c53fcdeb55d378b617.png,"Magi conjured arcane arrows to sell to hunters, until hunters learned just enough magic to do it themselves. The resulting loss of jobs sent Stormwind into a minor recession.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca2611fb767276564bb3f040b4ae701359b5769760e010b10124e8651022a603.png,"{'relevant': True, 'constructed': True}",,,,,,,
606,1,606-timber-wolf,3,[],4,2,2,Malcolm Davis,1,Timber Wolf,Your other Beasts have +1&nbsp;Attack.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c3cf4e04eeaeb7772ae11145df78e3b8c51ec9242596281d171bf43f1882af9c.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/12ab70f82e120bdc06412ce151b78d268306305080b7b87caa4284e617e7ec39.png,Other beasts totally dig hanging out with timber wolves.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8304b6807f2367c5ccf0aae766e59b8ced9b236431318aaf8c4fb8a451035f9f.png,"{'relevant': True, 'constructed': True}",20.0,1.0,1.0,,,,
1047,1,1047-tracking,3,[],5,2,2,Mauro Cascioli,1,Tracking,Look at the top 3 cards of your deck. Draw one and discard the&nbsp;others.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b72604477c8e533775cdb87cefb4a698f3514e7e53869285dab9bf6ec1c5e6e8.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/678c4bbe3ab58dbb92dc767d22f2c062ea085fe33c9bdca97ebb7b4c07de9a2c.png,For the person who just cannot decide what card to put into a deck!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac6f4abe529b9bd6e3cba5c907819b5dba149de39cbbdaa8638ff977b6b139b0.png,"{'relevant': True, 'constructed': True}",,,,,,,
903,1,903-bestial-wrath,3,[],5,3,4,Alex Horley Orlandelli,1,Bestial Wrath,Give a friendly Beast +2 Attack and <b>Immune</b> this turn.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/de72781d0d12626c2e91e9d07384e3d6722ddfcf0f660ee0981a4dc144134ef6.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5203d0c9c287ae1f13993cb38cf9d86d7a3aa040703f82d3efb2de6fdec3708.png,"The seething wrath is just beneath the surface. Beneath that is wild abandon, followed by slight annoyance.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f00aa5b82c3bff3db26305e2015759c153fb837834795d850ebac85f151e654.png,"{'relevant': True, 'constructed': True}",,,,[17],,,
52076,1,52076-rapid-fire,3,[],5,1130,1,L. Lullabi & K. Turovec,1,Rapid Fire,<b>Twinspell</b> Deal 1 damage.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc9fce0fdff668f7ba750dcdb28d3d8247c5e9fe1922249101f0da24b131ad22.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b57ea38f37ce87787be05a2a01ad195a498293008cd1a1c44fbaaf3244216cad.png,Pew! Pew!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8c926ef7f72f22b5b5d22e86f4da296d6cf376479dead15670f2198ae27587ba.png,,,,,[76],,,
52894,1,52894-shimmerfly,3,[],4,1130,3,Cecile He,1,Shimmerfly,<b>Deathrattle:</b> Add a random Hunter spell to your hand.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba8d221b5936085d3fee118cdd1efe2d74ae632b80aaf2eba17c328d4ef4a2d0.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb4c09b8961fb76708fd02e24ef63c4138956b9260d5c40c18e8eaad251f315f.png,Plenty of buzz around this card.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa6440fea64c877bc463d0908843ecbd0f82cfb96c698345c7a31a51295ebe2a.png,,20.0,1.0,1.0,[12],"[959, 226, 100]",,
53924,1,53924-unseal-the-vault,3,[],5,1158,5,Zoltan Boros,1,Unseal the Vault,<b>Quest:</b> Summon 20&nbsp;minions. <b>Reward:</b> Pharaoh's Warmask.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4cf987d2feecd96512b47f6467499be509ae21c1adb25f770b6b2dc3e3c830a6.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fdaa94616a9dbcd7c083d3b6195f28b4d90acfbfa9024255790122db205469dd.png,"""Huh... That's a nice card back.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e41a6ac0eeaa925db9ce7e42d68fa21ca1915d19e412a23acc3c7cc51bec09f0.png,,,,,[31],[53925],,
55288,1,55288-clear-the-way,3,[],5,1347,3,Arthur Bozonnet,1,Clear the Way,<b>Sidequest:</b> Summon 3 <b>Rush</b> minions. <b>Reward:</b> Summon a 4/4 Gryphon with <b>Rush</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/caddaaaa02cef5d5931d5b5483d0ac02a3bd1aec3043c746490114df98e4fa83.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fc5e55d3135f9cb59d4664747983d1bc2bd74283dec04b07a14e6f7ae052f3f8.png,The terrifying part is the gryphons' squeaky voices afterward.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b513f54766a216d0f294c630f496ad2ea574333bc4a6316ceb59b10cd1c2f94c.png,,,,,"[53, 89]",[55821],,
55292,1,55292-dwarven-sharpshooter,3,[],4,1347,1,Jim Nelson,1,Dwarven Sharpshooter,Your Hero Power can target&nbsp;minions.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/69afc34af61456d721ae5940de9128e83517654fdb276d6e1454eda9d58dbe3e.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/afbd2a5657f0671accd802736a9485529291c357ebc971cae0f0a7f92822067a.png,"Scissors, knives, needles, you name it! He'll shoot it.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5619a5e6fde948470a2defb45e5e378685bb36424b32ac2962631264b6c28749.png,,,3.0,1.0,,,,
55301,1,55301-toxic-reinforcements,3,[],5,1347,4,Matt Dixon,1,Toxic Reinforcements,<b>Sidequest:</b> Use your Hero Power three times. <b>Reward:</b> Summon three 1/1 Leper Gnomes.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1639c843553294ecb87f3b30371e20950696cd5efbec532c5e7caec5a02079f4.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad0fbb5e30494ee430bc75c5a3a8fcca948f32193e5926fe1fe9eaf634ab125b.png,"In the event of a sudden loss of cabin pressure, a slingshot will be deployed for convenient evacuation.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3c212fe783a3027d52e86f95dd7cec52a05c93cb281221955c0c8ddbc036f53b.png,,,,,[89],[658],,
56483,1,56483-helboar,3,[],4,1414,1,Patrik Bjorkstrom,1,Helboar,<b>Deathrattle:</b> Give a random Beast in your hand +1/+1.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6aa45204ab56024c202a25284e7e6e4cfe72cf49eb122894f67aa3e0279ee2bc.png,,Beasts love Helbacon Strips!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/953729aa2945c726fc3a80a0442a48a72f927f49ba1932b3c21cc8373e727b92.png,,20.0,1.0,2.0,[12],,,
59705,1,59705-adorable-infestation,3,"[3, 2]",5,1443,1,Ivan Fomin,1,Adorable Infestation,Give a minion +1/+1. Summon a 1/1 Cub. Add a Cub to your hand.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb45d2450526ffb49150e04f18a3c9e1a176bc895b664958e8cd4b68c5a5455c.png,,Some cards are strong by sheer power; others draw strength from love.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ee870a4a127e5b15a908e23776b19b9879760b2adc83abee5e1b9fdd6ddb830.png,"{'relevant': True, 'constructed': True}",,,,,[59706],,
58782,1,58782-carrion-studies,3,[],5,1443,1,Akkapoj T.,1,Carrion Studies,<b>Discover</b> a <b>Deathrattle</b> minion. Your next one costs (1) less.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75485ce9692ad5a3ea6578570deee39713ddc834e75337a40f864c8bc5894a7d.png,,A good read but a little too much fluff.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06fa95e7d146ad4453534df0d972750d4412366e53d096514f98bac182abb741.png,"{'relevant': True, 'constructed': True}",,,,"[12, 21]",,,
59449,1,59449-overwhelm,3,[],5,1443,3,Matt Dixon,1,Overwhelm,Deal 2 damage to a minion. Deal one more damage for each Beast you control.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6785705ed8b848741f118c9226b7128b32e4ea1b10ad65441f9f30da730726a6.png,,"Scholomance student Brewfest prank gone terribly, terribly awry.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/599931b9778f83963db4285b5a26cdb60e3c9854b6bf900a6d1cb33b7a3646c0.png,"{'relevant': True, 'constructed': True}",,,,,,,
59170,1,59170-wolpertinger,3,[],4,1443,1,Matt Dixon,1,Wolpertinger,<b>Battlecry:</b> Summon a copy of this.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/661fefc04f10ac0bfa24178adb38dfc280fa9af6bb3890c2471194cd28048bc3.png,,Scholomance student Brewfest prank gone awry.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d59a47979d6251950a21967b7eb1b497c044c7097474e67011bc131b12cb45e8.png,"{'relevant': True, 'constructed': True}",20.0,1.0,1.0,[8],,,
61682,1,61682-mystery-winner,3,[],4,1466,1,Ivan Fomin,1,Mystery Winner,<b>Battlecry:</b> <b>Discover</b> a <b>Secret.</b>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/121b471f8e095006180663241f182bdf508ff7851aa481c6fdb45bfab4222cbc.png,,"Yeah, but the mystery prize could be anything! Even a boat!",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/66f8f396bee031d511adee8a7b4d257101675bab51fa1f0d07097b9780b2a78c.png,"{'relevant': True, 'constructed': True}",,1.0,1.0,"[5, 8, 21]",,,
141,1,141-hunters-mark,3,[],5,2,2,Jimmy Lo,2,Hunter's Mark,Change a minion's Health to 1.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/151d835234cefeff0c5c39c32c32c44e757dc9b6cb123db908c418f9b4d51e8f.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90a3c0f97db2c079c9702ee64a2e6dc5995ecea159e9ba8a49b58d26cee4bd6a.png,Never play 'Hide and Go Seek' with a Hunter.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/93a7f74e21b7f95f1040bd1d1b31c28ab2b38e2fe8f20f20b0e727756dd59478.png,"{'relevant': True, 'constructed': True}",,,,,,,
585,1,585-explosive-trap,3,[],5,3,1,Brandon Kitkouski,2,Explosive Trap,"<b>Secret:</b> When your hero is attacked, deal 2 damage to all enemies.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/76d272f245bfae9290a21dccbb04d84eaefd335aa2789a9b7d6801e8cb728e27.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c800fd7664f96a1baa85cdc94d6cb1bec71b3bc63c17d150e2d359cc83b2179.png,It traps your food AND cooks it for you!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5eeb12d8da464527f5c1590c7b0a332667c243507198ef67f55cd63600a4797f.png,"{'relevant': True, 'constructed': True}",,,,[5],,,
896,1,896-flare,3,[],5,3,3,Tyler Walpole,2,Flare,All minions lose <b>Stealth</b>. Destroy all enemy <b>Secrets</b>. Draw a card.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c52dc5f66ebe9e0d781c75291d7aaf177cb233710fd6e6abbf2458005a71439a.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d1678aa083d54b021988672a48439cc5c9ac4a8f1c1f25aa11b679cffbccc84.png,"Not only does it reveal your enemies, but it's also great for parties!",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d30a10cceeebe543e5e549787293899002f29fa99e29456571f85137205955d.png,"{'relevant': True, 'constructed': True}",,,,"[5, 6]",,,
519,1,519-freezing-trap,3,[],5,3,1,Matt Gaser,2,Freezing Trap,"<b>Secret:</b> When an enemy minion attacks, return it to its owner's hand. It costs (2) more.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/006d7444811063013ce6b690c8391aabc5ec0e4d33f4f9fce752b8b79aa9a6c2.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d745190eca413552855cf462a2d22d3dceaa11cab785d4f24427423f158f37a5.png,"""Dang, that's cold."" - appropriate response to Freezing Trap, or a mean joke.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e589e1eb9c8955042fbc35d210e8c2eb0ecfc409b6718fb34a4dc9713fbd2cd9.png,"{'relevant': True, 'constructed': True}",,,,[5],,,
1091,1,1091-misdirection,3,[],5,3,3,Daren Bader,2,Misdirection,"<b>Secret:</b> When an enemy attacks your hero, instead it attacks another random character.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/40082505e36b22403d428600b86eac0d8e78ee3a5747106f1e5861dd84ab501b.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/421c4ed04af63d9ddbdd51c3e82982792218c3b13e667e3af45c7b1f4de45b3c.png,Sometimes it's as simple as putting on a fake mustache and pointing at someone else.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca816bf689351c43905801f3010203d86fbf7941a6637f8143d66b9bd4ce3e24.png,"{'relevant': True, 'constructed': True}",,,,[5],,,
1281,1,1281-scavenging-hyena,3,[],4,3,1,Jim Nelson,2,Scavenging Hyena,"Whenever a friendly Beast dies, gain +2/+1.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9c83d186cde0479a1a6f7457422845216cb8ff3111349fa30eea349688f0468.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c1bae20ca51f1bcab9c873d461f40a5ec161d135448816de830750518f6e5d5.png,"Hyenas prefer the bones of kodos or windserpents, but they'll eat pretty much anything. Even Brussels sprouts.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6f6c3b527c5167d999194996cc8044c0bc7fa6675b14c0ea44bbf659ba31f5a9.png,"{'relevant': True, 'constructed': True}",20.0,2.0,2.0,,,,
455,1,455-snake-trap,3,[],5,3,4,Bernie Kang,2,Snake Trap,"<b>Secret:</b> When one of your minions is attacked, summon three 1/1 Snakes.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/edaf826bb979eb51d15ee95132d9450609b094e058866525e4d86f3be1b09b84.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0081cf2a1457baf7968c7474efc01310aa337f61edd116df782169fff0b0e63e.png,Why did it have to be snakes?,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5c3f04ab9ec69d60ee5e965f319def6568792e44c916ac6f691cba465d86d4a.png,"{'relevant': True, 'constructed': True}",,,,[5],[204],,
814,1,814-snipe,3,[],5,3,1,Lorenzo Minaca,2,Snipe,"<b>Secret:</b> After your opponent plays a minion, deal 4 damage to it.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/786461999db420f6f9414f1a350dc53488f241c9cd75b887562119e67a7d43f3.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8fe2b07030c25b5d3f245eea2937eddaf6c315a0a35319d351876d2f27cd2644.png,A great sniper hits the spot. Just like a delicious flank of boar. Mmmmm.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0fe87ed04c6c7067b38415bc9e0b461d31ef455a26e04ab39a9a51dc9f825c52.png,"{'relevant': True, 'constructed': True}",,,,[5],,,
53919,1,53919-pressure-plate,3,[],5,1158,1,Zoltan Boros,2,Pressure Plate,"<b>Secret:</b> After your opponent casts a spell, destroy a random enemy&nbsp;minion.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce679168b8a0dabc779224bde26918746a78249b650f15ee1ea935d9c31fc41a.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c8f875c57d570d9e281daa8dade5f3cdc98d75ae4562f212c23e3fd160891079.png,The appropriate dishware for stressful situations.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d3af0eee62c8e6c4a39096fc1c1236ab6a18cd1e59343a398671e0637547f888.png,,,,,[5],,,
54922,1,54922-corrosive-breath,3,[],5,1347,1,Dave Allsop,2,Corrosive Breath,"Deal 3 damage to a minion. If you're holding a Dragon, it also hits the enemy hero.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/91470090402a84541b0640d516164c5f96296fc17f3e4e5e0d8e0417c3aca694.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ec43a0c42df25d3863c13ae0872afc4faa977bc284e75f1ed48e295f75b117b.png,It's a breath of fresh terror!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/413287ea5ce1effd3f1fd4dad67e43ca8f4dcae1525db7002142b11f5f94787e.png,,,,,,,,
